"","gender","age","class","embarked","fare","sibsp","parch","survived"
"1019","female",22,"3rd","Southampton",39.1309,0,0,0
"1020","male",35,"3rd","Southampton",7.0206,0,0,0
"1021","female",22,"3rd","Queenstown",7.1405,0,0,1
"1022","male",69,"3rd","Southampton",14.1,0,0,0
"1023","female",64,"3rd","Southampton",14.1,0,0,0
"1024","female",43,"1st","Southampton",211.0609,0,1,1
"1025","male",50,"3rd","Southampton",14.1,1,0,0
"1026","female",48,"3rd","Southampton",14.1,1,0,0
"1027","male",45,"1st","Cherbourg",247.1006,0,0,0
"1028","male",31,"1st","Southampton",50.0911,0,0,0
"1029","male",18,"2nd","Southampton",10.1,0,0,0
"1030","male",30,"3rd","Southampton",8.01,0,0,0
"1031","male",45,"1st","Southampton",26.11,0,0,1
"1032","male",49,"3rd","Southampton",7.1506,0,0,0
"1033","male",39,"1st","Southampton",50,0,0,0
"1034","female",2,"3rd","Southampton",20.0403,1,1,0
"1035","female",41,"3rd","Southampton",20.0403,0,2,0
"1036","male",18,"3rd","Southampton",20.0403,1,1,0
"1037","female",33,"1st","Cherbourg",27.1405,0,0,1
"1038","male",46,"1st","Cherbourg",79,0,0,0
"1039","male",36,"1st","Southampton",40.0206,0,0,0
"1040","female",33,"1st","Southampton",86.1,0,0,1
"1041","female",26,"3rd","Southampton",8.01,0,0,1
"1042","male",46,"1st","Cherbourg",59.08,1,0,0
"1043","female",54,"1st","Cherbourg",59.08,1,0,1
"1044","male",55,"3rd","Southampton",8.01,0,0,0
"1045","male",59,"1st","Southampton",26.11,0,0,0
"1046","female",22,"2nd","Southampton",10.1,0,0,1
"1047","male",17,"3rd","Southampton",8.01,0,0,0
"1048","male",24,"3rd","Queenstown",7.15,0,0,1
"1049","male",30,"3rd","Queenstown",24.03,0,0,0
"1050","male",13,"1st","Cherbourg",262.0706,2,2,1
"1051","female",18,"1st","Cherbourg",262.0706,2,2,1
"1052","female",21,"1st","Cherbourg",262.0706,2,2,1
"1053","male",61,"1st","Cherbourg",262.0706,1,3,0
"1054","female",48,"1st","Cherbourg",262.0706,1,3,1
"1055","male",30,"3rd","Cherbourg",7.0407,0,0,0
"1056","male",27,"3rd","Cherbourg",7.0406,0,0,0
"1057","male",47,"1st","Southampton",30.1,0,0,1
"1058","male",19,"3rd","Queenstown",7.1407,0,0,0
"1059","male",17,"3rd","Southampton",7.111,0,0,0
"1060","male",43,"3rd","Southampton",7.05,0,0,0
"1061","male",13,"3rd","Southampton",69.11,8,2,0
"1062","male",5,"3rd","Southampton",69.11,8,2,0
"1063","female",8,"3rd","Southampton",69.11,8,2,0
"1064","female",14,"3rd","Southampton",69.11,8,2,0
"1065","female",10,"3rd","Southampton",69.11,8,2,0
"1066","female",21,"3rd","Southampton",69.11,8,2,0
"1067","male",18,"3rd","Southampton",69.11,8,2,0
"1068","male",17,"3rd","Southampton",69.11,8,2,0
"1069","male",20,"3rd","Southampton",69.11,8,2,0
"1070","male",45,"3rd","Southampton",69.11,1,9,0
"1071","female",45,"3rd","Southampton",69.11,1,9,0
"1072","female",24,"1st","Cherbourg",69.06,0,0,1
"1073","male",24,"3rd","Southampton",9.0606,0,0,0
"1074","female",21,"3rd","Southampton",7.13,0,0,1
"1075","male",43,"1st","Southampton",26,0,0,1
"1076","male",29,"3rd","Southampton",7.1806,0,0,0
"1077","male",17,"3rd","Cherbourg",21.1307,2,0,0
"1078","male",40,"3rd","Cherbourg",21.1307,2,0,0
"1079","male",16,"3rd","Cherbourg",21.1307,2,0,0
"1080","female",1,"3rd","Southampton",16.14,1,1,1
"1081","female",4,"3rd","Southampton",16.14,1,1,1
"1082","female",24,"3rd","Southampton",16.14,0,2,1
"1083","male",21,"3rd","Southampton",9.1,0,0,1
"1084","male",19,"3rd","Southampton",8.01,0,0,0
"1085","male",24,"3rd","Southampton",8.01,0,0,0
"1086","male",22,"3rd","Queenstown",7.1406,0,0,0
"1087","female",35,"1st","Cherbourg",57.15,1,0,1
"1088","male",29,"3rd","Southampton",9.1,0,0,1
"1089","male",22,"2nd","Southampton",13,0,0,0
"1090","male",42,"3rd","Southampton",7.1711,0,0,0
"1091","male",28,"2nd","Southampton",13,0,0,0
"1092","male",10,"3rd","Cherbourg",4,0,0,0
"1093","female",30,"1st","Southampton",31,0,0,1
"1094","male",34,"1st","Southampton",26.11,0,0,1
"1095","male",35,"3rd","Southampton",13,0,0,0
"1096","male",29,"2nd","Southampton",26,0,0,0
"1097","male",27,"3rd","Queenstown",7.15,0,0,0
"1098","male",19,"3rd","Cherbourg",7.0406,0,0,0
"1099","male",55,"3rd","Southampton",15.02,0,0,0
"1100","female",25,"2nd","Southampton",26,0,1,1
"1101","male",26,"3rd","Cherbourg",7.0406,0,0,0
"1102","female",20,"3rd","Queenstown",7.1607,0,0,1
"1103","male",22,"3rd","Southampton",8.01,0,0,0
"1104","female",40,"1st","Southampton",153.0903,0,0,1
"1105","female",17,"2nd","Southampton",13,0,2,1
"1106","male",35,"1st","Southampton",26.0509,0,0,1
"1107","female",39,"1st","Cherbourg",55.18,1,0,1
"1108","male",51,"1st","Cherbourg",55.18,1,0,0
"1109","male",40,"3rd","Southampton",8.01,0,0,0
"1110","male",56,"1st","Southampton",35.1,0,0,1
"1111","female",20,"2nd","Southampton",36.15,0,0,1
"1112","female",30,"2nd","Southampton",13,0,0,1
"1113","male",22,"3rd","Cherbourg",7.0407,0,0,0
"1114","male",20,"3rd","Southampton",8.01,0,0,0
"1115","male",40,"3rd","Southampton",7.1711,0,0,0
"1116","male",21,"3rd","Southampton",7.1806,0,0,0
"1117","female",18,"3rd","Southampton",6.0911,0,0,1
"1118","male",59,"2nd","Southampton",13.1,0,0,0
"1119","male",5,"3rd","Southampton",27.18,3,2,0
"1120","male",11,"3rd","Southampton",27.18,3,2,0
"1121","female",9,"3rd","Southampton",27.18,3,2,0
"1122","female",2,"3rd","Southampton",27.18,3,2,0
"1123","female",43,"3rd","Southampton",27.18,1,4,0
"1124","male",40,"3rd","Southampton",27.18,1,4,0
"1125","male",42,"3rd","Southampton",7.1711,0,0,0
"1126","female",30,"2nd","Queenstown",12.07,0,0,1
"1127","male",35,"2nd","Southampton",10.1,0,0,0
"1128","male",20,"3rd","Southampton",8.01,0,0,0
"1129","male",28,"1st","Southampton",35.1,0,0,1
"1130","male",56,"1st","Southampton",26.11,0,0,0
"1131","male",37,"3rd","Southampton",8.1303,0,0,0
"1132","female",49,"2nd","Southampton",13,0,0,1
"1133","male",56,"1st","Cherbourg",30.1311,0,0,0
"1134","male",24,"1st","Cherbourg",60,1,0,0
"1135","male",57,"1st","Southampton",26,0,0,0
"1136","female",18,"1st","Cherbourg",60,1,0,1
"1137","female",18,"3rd","Queenstown",7.1408,0,0,1
"1138","male",27,"3rd","Queenstown",7.15,0,0,0
"1139","male",24,"1st","Southampton",82.0504,1,0,1
"1140","female",23,"1st","Southampton",82.0504,1,0,1
"1141","male",25,"2nd","Southampton",13,0,0,0
"1142","male",19,"3rd","Southampton",7.13,0,0,0
"1143","male",31,"3rd","Southampton",8.01,0,0,0
"1144","male",23,"3rd","Southampton",8.01,0,0,0
"1145","male",6,"1st","Cherbourg",134.1,0,2,1
"1146","male",45,"1st","Cherbourg",134.1,1,1,1
"1147","female",39,"1st","Cherbourg",134.1,1,1,1
"1148","female",48,"1st","Cherbourg",146.1005,1,0,1
"1149","male",57,"1st","Cherbourg",146.1005,1,0,0
"1150","male",31,"3rd","Southampton",8.01,0,0,0
"1151","male",32,"1st","Southampton",30.1,0,0,1
"1152","male",23,"3rd","Southampton",7.1711,0,0,0
"1153","male",33,"3rd","Cherbourg",8.1309,0,0,0
"1154","female",24,"3rd","Southampton",7.11,0,0,1
"1155","male",22,"3rd","Southampton",8.01,0,0,0
"1156","male",42,"2nd","Cherbourg",15,0,0,0
"1157","male",62,"1st","Southampton",26.11,0,0,0
"1158","male",54,"1st","Cherbourg",55.081,1,0,1
"1159","female",43,"1st","Cherbourg",55.081,1,0,1
"1160","female",52,"1st","Cherbourg",78.0504,1,0,1
"1161","male",64,"1st","Cherbourg",27.1405,0,0,0
"1162","male",24,"2nd","Southampton",10.1,0,0,0
"1163","female",61,"1st","Southampton",80,0,0,1
"1164","male",59,"3rd","Southampton",13,0,0,0
"1165","male",19,"3rd","Southampton",7.1711,0,0,0
"1166","female",22,"3rd","Southampton",9.1609,0,0,0
"1167","male",30,"3rd","Southampton",7.1806,0,0,1
"1168","male",67,"1st","Southampton",221.1507,1,0,0
"1169","female",63,"1st","Southampton",221.1507,1,0,0
"1170","male",27,"3rd","Southampton",8.1303,0,0,0
"1171","female",2,"3rd","Southampton",10.0903,0,1,0
"1172","female",29,"3rd","Southampton",10.0903,1,1,0
"1173","male",20,"3rd","Southampton",8.01,0,0,1
"1174","male",44,"3rd","Southampton",7.1806,0,0,1
"1175","male",25,"3rd","Southampton",7.01,0,0,0
"1176","male",61,"1st","Southampton",32.0605,0,0,0
"1177","male",74,"3rd","Southampton",7.1506,0,0,0
"1178","male",14,"3rd","Southampton",9.0406,0,0,1
"1179","male",24,"3rd","Southampton",7.1511,0,0,0
"1180","male",19,"2nd","Southampton",13,0,0,0
"1181","male",14,"2nd","Southampton",65,0,0,0
"1182","female",46,"1st","Southampton",25.1807,0,0,1
"1183","male",0.4166666667,"3rd","Cherbourg",8.1004,0,1,1
"1184","male",30,"3rd","Cherbourg",6.0809,1,0,0
"1185","female",16,"3rd","Cherbourg",8.1004,1,1,1
"1186","female",18,"1st","Southampton",79.13,0,2,1
"1187","male",52,"1st","Southampton",79.13,1,1,0
"1188","female",39,"1st","Southampton",79.13,1,1,1
"1189","male",48,"1st","Southampton",52,1,0,1
"1190","male",40,"2nd","Southampton",22,0,0,0
"1191","female",49,"1st","Southampton",52,1,0,1
"1192","male",25,"3rd","Southampton",7.1511,0,0,1
"1193","male",49,"1st","Cherbourg",110.1708,1,1,0
"1194","male",17,"1st","Cherbourg",110.1708,0,2,1
"1195","female",39,"1st","Cherbourg",110.1708,1,1,1
"1196","male",34,"3rd","Southampton",8.01,0,0,0
"1197","male",34,"3rd","Cherbourg",6.0809,0,0,0
"1198","male",16,"3rd","Cherbourg",7.0406,0,0,0
"1199","male",37,"3rd","Southampton",8.01,0,0,0
"1200","female",38,"1st","Cherbourg",80,0,0,1
"1201","male",37,"3rd","Southampton",16.02,1,0,0
"1202","female",33,"3rd","Southampton",16.02,1,0,1
"1203","male",32,"3rd","Southampton",7.1806,0,0,0
"1204","male",20,"3rd","Queenstown",7.15,0,0,0
"1205","male",23,"3rd","Southampton",7.1711,0,0,0
"1206","male",22,"3rd","Southampton",8.01,0,0,0
"1207","female",48,"2nd","Southampton",10.1,0,0,1
"1208","male",41,"3rd","Southampton",8.01,0,0,0
"1209","male",20,"3rd","Cherbourg",7.0407,0,0,0
"1210","male",26,"3rd","Southampton",13,0,0,1
"1211","male",25,"3rd","Southampton",7.1711,0,0,0
"1212","male",23,"2nd","Southampton",13,0,0,0
"1213","female",27,"2nd","Southampton",12.13,0,0,1
"1214","female",27,"2nd","Southampton",10.1,0,0,1
"1215","male",31,"1st","Cherbourg",28.1009,0,0,1
"1216","male",8,"3rd","Cherbourg",15.0411,1,1,1
"1217","female",9,"3rd","Cherbourg",15.0411,1,1,1
"1218","female",27,"3rd","Cherbourg",15.0411,0,2,1
"1219","male",36,"3rd","Southampton",7.1711,0,0,0
"1220","female",18,"3rd","Southampton",9.161,0,0,1
"1221","female",63,"3rd","Southampton",9.1109,0,0,1
"1222","female",26,"2nd","Southampton",21,1,0,0
"1223","male",29,"2nd","Southampton",21,1,0,0
"1224","male",39,"1st","Cherbourg",27.1405,0,0,0
"1225","male",10,"3rd","Southampton",14.1,1,1,0
"1226","male",9,"3rd","Southampton",14.1,1,1,0
"1227","male",35,"3rd","Southampton",14.1,0,2,0
"1228","male",28,"3rd","Southampton",9.1,0,0,0
"1229","male",46,"3rd","Southampton",9,0,0,0
"1230","male",61,"1st","Southampton",33.1,0,0,0
"1231","female",18,"3rd","Southampton",18,2,0,0
"1232","male",31,"3rd","Southampton",18,3,0,0
"1233","male",15,"3rd","Southampton",18,2,0,0
"1234","female",31,"3rd","Southampton",18,1,0,0
"1235","male",35,"3rd","Southampton",9.1,0,0,0
"1236","male",28,"3rd","Southampton",9.1,0,0,0
"1237","female",10,"3rd","Southampton",24.03,0,2,0
"1238","male",36,"3rd","Southampton",24.03,1,1,0
"1239","female",30,"3rd","Southampton",24.03,1,1,0
"1240","male",23,"3rd","Southampton",9.1,0,0,0
"1241","male",22,"3rd","Cherbourg",7.0406,0,0,1
"1242","male",40,"2nd","Southampton",13,0,0,0
"1243","male",20,"3rd","Southampton",7.1701,0,0,0
"1244","female",14,"3rd","Southampton",7.1701,0,0,0
"1245","male",21,"3rd","Southampton",7.1711,0,0,0
"1246","male",22,"3rd","Southampton",9,0,0,0
"1247","male",48,"1st","Southampton",34,0,0,0
"1248","female",36,"2nd","Southampton",21,0,0,1
"1249","female",37,"1st","Cherbourg",512.0607,0,0,1
"1250","male",35,"3rd","Southampton",8.01,0,0,0
"1251","male",47,"2nd","Southampton",21,1,0,0
"1252","female",32,"2nd","Southampton",21,0,0,1
"1253","male",23,"2nd","Southampton",10.1,1,0,0
"1254","male",31,"3rd","Southampton",7.11,0,0,0
"1255","male",63,"1st","Cherbourg",75.05,1,0,0
"1256","female",60,"1st","Cherbourg",75.05,1,0,1
"1257","male",19,"2nd","Belfast",22,0,0,0
"1258","female",12,"2nd","Southampton",15.15,0,0,1
"1259","female",40,"2nd","Southampton",15.15,0,0,1
"1260","male",23,"3rd","Cherbourg",7.0406,0,0,0
"1261","female",37,"2nd","Southampton",13,0,0,1
"1262","male",66,"3rd","Southampton",8.01,0,0,0
"1263","male",59,"1st","Southampton",26.11,0,0,0
"1264","male",37,"2nd","Southampton",26,1,0,0
"1265","female",37,"2nd","Southampton",26,1,0,1
"1266","male",2,"2nd","Southampton",23,1,1,1
"1267","female",4,"2nd","Southampton",23,1,1,1
"1268","female",29,"2nd","Southampton",23,0,2,1
"1269","male",27,"3rd","Southampton",7.1511,0,0,1
"1270","female",0.8333333333,"2nd","Southampton",27.15,1,2,1
"1271","female",4,"2nd","Southampton",27.15,1,2,1
"1272","male",36,"2nd","Southampton",27.15,1,2,0
"1273","female",33,"2nd","Southampton",27.15,1,2,1
"1274","male",65,"2nd","Southampton",10.1,0,0,0
"1275","male",26,"2nd","Southampton",12.1706,0,0,0
"1276","male",31,"2nd","Southampton",13,0,0,1
"1277","male",54,"1st","Southampton",77.0509,0,1,0
"1278","male",21,"1st","Southampton",77.0509,0,1,0
"1279","female",55,"1st","Cherbourg",135.1208,0,0,1
"1280","male",57,"1st","Southampton",164.1704,1,1,0
"1281","female",31,"1st","Southampton",164.1704,0,2,1
"1282","female",45,"1st","Southampton",164.1704,1,1,1
"1283","male",51,"3rd","Southampton",7.15,0,0,0
"1284","male",50,"1st","Southampton",211.1,1,1,0
"1285","male",27,"1st","Southampton",211.1,0,2,0
"1286","female",50,"1st","Southampton",211.1,1,1,1
"1287","male",18,"3rd","Southampton",6.0911,1,0,0
"1288","male",21,"3rd","Southampton",6.0911,1,0,0
"1289","female",47,"3rd","Southampton",7,1,0,1
"1290","female",30,"2nd","Southampton",26,1,0,1
"1291","female",21,"1st","Southampton",26.11,0,0,1
"1292","male",37,"3rd","Cherbourg",8.1403,0,0,0
"1293","male",21,"3rd","Southampton",7.11,0,0,0
"1294","male",51,"1st","Cherbourg",61.0707,0,1,0
"1295","male",23,"2nd","Southampton",13,0,0,1
"1296","male",43,"1st","Southampton",35,0,0,0
"1297","male",28,"3rd","Southampton",8.01,0,0,0
"1298","male",28,"3rd","Southampton",16.02,0,0,0
"1299","male",21,"1st","Cherbourg",61.0707,0,1,1
"1300","female",31,"1st","Cherbourg",134.1,0,0,1
"1301","male",21,"3rd","Southampton",7.05,0,0,0
"1302","male",17,"3rd","Southampton",8.1303,0,0,0
"1303","male",54,"3rd","Southampton",7.05,0,0,0
"1304","male",36,"3rd","Southampton",9.1,0,0,0
"1305","male",32,"2nd","Southampton",22,0,0,0
"1306","male",46,"1st","Southampton",35.1,0,0,1
"1307","female",26,"2nd","Southampton",13.1,0,0,1
"1308","male",62,"1st","Southampton",26.11,0,0,0
"1309","male",27,"3rd","Cherbourg",14.0901,1,0,0
"1310","female",15,"3rd","Cherbourg",14.0901,1,0,1
"1311","female",36,"1st","Cherbourg",135.1208,0,0,1
"1312","male",26,"3rd","Cherbourg",7.0406,0,0,0
"1313","male",45,"3rd","Cherbourg",7.0407,0,0,0
"1314","female",23,"3rd","Cherbourg",22.0702,0,2,1
"1315","female",24,"2nd","Southampton",13,0,0,0
"1316","male",22,"3rd","Cherbourg",7.0406,0,0,0
"1317","male",27,"3rd","Cherbourg",7.0406,0,0,0
"1318","male",25,"3rd","Cherbourg",7.0406,0,0,1
"1319","male",29,"3rd","Southampton",7.1706,0,0,0
"1320","male",21,"victualling crew","Southampton",0,0,0,0
"1321","male",34,"engineering crew","Southampton",0,0,0,0
"1322","male",26,"engineering crew","Southampton",0,0,0,0
"1323","male",20,"victualling crew","Southampton",0,0,0,0
"1324","male",31,"victualling crew","Southampton",0,0,0,0
"1325","male",37,"victualling crew","Southampton",0,0,0,0
"1326","male",22,"restaurant staff","Southampton",0,0,0,0
"1327","male",24,"engineering crew","Southampton",0,0,0,1
"1328","male",17,"victualling crew","Southampton",0,0,0,0
"1329","male",26,"victualling crew","Southampton",0,0,0,0
"1330","male",30,"engineering crew","Southampton",0,0,0,0
"1331","male",36,"victualling crew","Southampton",0,0,0,0
"1332","male",36,"engineering crew","Belfast",0,0,0,0
"1333","male",41,"victualling crew","Belfast",0,0,0,0
"1334","male",40,"deck crew","Southampton",0,0,0,1
"1335","male",48,"victualling crew","Southampton",0,0,0,0
"1336","male",19,"victualling crew","Southampton",0,0,0,1
"1337","male",35,"deck crew","Southampton",0,0,0,1
"1338","male",26,"victualling crew","Southampton",0,0,0,0
"1339","male",41,"victualling crew","Southampton",0,0,0,0
"1340","male",26,"restaurant staff","Southampton",0,0,0,0
"1341","male",21,"engineering crew","Southampton",0,0,0,1
"1342","male",23,"victualling crew","Southampton",0,0,0,0
"1343","male",37,"victualling crew","Belfast",0,0,0,0
"1344","male",28,"victualling crew","Southampton",0,0,0,1
"1345","male",33,"victualling crew","Southampton",0,0,0,0
"1346","male",36,"victualling crew","Belfast",0,0,0,0
"1347","male",46,"engineering crew","Southampton",0,0,0,0
"1348","male",46,"deck crew","Southampton",0,0,0,1
"1349","male",24,"engineering crew","Southampton",0,0,0,0
"1350","male",19,"victualling crew","Southampton",0,0,0,1
"1351","male",24,"restaurant staff","Southampton",0,0,0,0
"1352","male",34,"engineering crew","Southampton",0,0,0,0
"1353","male",19,"victualling crew","Southampton",0,0,0,0
"1354","male",41,"victualling crew","Southampton",0,0,0,0
"1355","male",42,"victualling crew","Belfast",0,0,0,0
"1356","male",30,"engineering crew","Southampton",0,0,0,0
"1357","male",36,"victualling crew","Southampton",0,0,0,0
"1358","male",29,"engineering crew","Southampton",0,0,0,0
"1359","male",40,"victualling crew","Southampton",0,0,0,0
"1360","male",40,"engineering crew","Southampton",0,0,0,0
"1361","male",16,"victualling crew","Southampton",0,0,0,0
"1362","male",28,"engineering crew","Southampton",0,0,0,1
"1363","male",33,"engineering crew","Southampton",0,0,0,0
"1364","male",34,"victualling crew","Belfast",0,0,0,0
"1365","male",36,"victualling crew","Southampton",0,0,0,0
"1366","male",32,"victualling crew","Southampton",0,0,0,0
"1367","male",26,"victualling crew","Southampton",0,0,0,0
"1368","male",27,"restaurant staff","Southampton",0,0,0,0
"1369","male",53,"victualling crew","Southampton",0,0,0,0
"1370","male",55,"victualling crew","Southampton",0,0,0,0
"1371","male",33,"restaurant staff","Southampton",0,0,0,0
"1372","male",35,"engineering crew","Belfast",0,0,0,0
"1373","male",24,"engineering crew","Southampton",0,0,0,1
"1374","male",31,"victualling crew","Southampton",0,0,0,0
"1375","male",35,"victualling crew","Southampton",0,0,0,0
"1376","male",19,"victualling crew","Southampton",0,0,0,0
"1377","male",51,"engineering crew","Belfast",0,0,0,0
"1378","male",24,"engineering crew","Southampton",0,0,0,0
"1379","male",30,"victualling crew","Southampton",0,0,0,0
"1380","male",30,"engineering crew","Southampton",0,0,0,0
"1381","female",33,"victualling crew","Southampton",0,0,0,1
"1382","male",47,"engineering crew","Southampton",0,0,0,0
"1383","male",22,"restaurant staff","Southampton",0,0,0,0
"1384","male",31,"victualling crew","Southampton",0,0,0,0
"1385","male",39,"engineering crew","Southampton",0,0,0,0
"1386","male",40,"victualling crew","Belfast",0,0,0,0
"1387","male",26,"restaurant staff","Southampton",0,0,0,0
"1388","male",22,"engineering crew","Southampton",0,0,0,0
"1389","male",31,"engineering crew","Southampton",0,0,0,0
"1390","male",28,"restaurant staff","Southampton",0,0,0,0
"1391","male",20,"engineering crew","Southampton",0,0,0,0
"1392","male",20,"engineering crew","Southampton",0,0,0,0
"1393","male",20,"engineering crew","Southampton",0,0,0,1
"1394","male",34,"victualling crew","Belfast",0,0,0,0
"1395","male",23,"engineering crew","Southampton",0,0,0,0
"1396","male",28,"engineering crew","Southampton",0,0,0,0
"1397","male",41,"engineering crew","Southampton",0,0,0,0
"1398","male",23,"engineering crew","Southampton",0,0,0,1
"1399","male",26,"engineering crew","Belfast",0,0,0,0
"1400","male",37,"engineering crew","Southampton",0,0,0,0
"1401","male",32,"engineering crew","Southampton",0,0,0,0
"1402","male",22,"engineering crew","Southampton",0,0,0,0
"1403","female",45,"victualling crew","Southampton",0,0,0,1
"1404","male",26,"restaurant staff","Southampton",0,0,0,0
"1405","male",30,"victualling crew","Southampton",0,0,0,0
"1406","male",43,"restaurant staff","Southampton",0,0,0,0
"1407","male",59,"victualling crew","Southampton",0,0,0,0
"1408","male",27,"restaurant staff","Southampton",0,0,0,0
"1409","male",40,"victualling crew","Belfast",0,0,0,0
"1410","male",38,"victualling crew","Southampton",0,0,0,0
"1411","male",33,"victualling crew","Belfast",0,0,0,0
"1412","male",46,"engineering crew","Southampton",0,0,0,0
"1413","male",24,"victualling crew","Southampton",0,0,0,0
"1414","female",31,"restaurant staff","Southampton",0,0,0,1
"1415","male",28,"deck crew","Belfast",0,0,0,1
"1416","male",37,"victualling crew","Southampton",0,0,0,0
"1417","male",36,"victualling crew","Belfast",0,0,0,0
"1418","male",39,"engineering crew","Southampton",0,0,0,0
"1419","male",29,"deck crew","Southampton",0,0,0,0
"1420","male",43,"victualling crew","Southampton",0,0,0,0
"1421","male",30,"engineering crew","Southampton",0,0,0,0
"1422","male",52,"victualling crew","Belfast",0,0,0,0
"1423","male",34,"engineering crew","Southampton",0,0,0,0
"1424","male",43,"deck crew","Southampton",0,0,0,1
"1425","male",22,"victualling crew","Belfast",0,0,0,1
"1426","male",42,"deck crew","Belfast",0,0,0,1
"1427","male",38,"victualling crew","Southampton",0,0,0,0
"1428","male",31,"victualling crew","Southampton",0,0,0,0
"1429","male",28,"victualling crew","Southampton",0,0,0,0
"1430","male",25,"engineering crew","Southampton",0,0,0,0
"1431","male",31,"victualling crew","Southampton",0,0,0,0
"1432","male",33,"victualling crew","Belfast",0,0,0,0
"1433","male",34,"victualling crew","Belfast",0,0,0,1
"1434","male",28,"engineering crew","Southampton",0,0,0,0
"1435","male",25,"engineering crew","Southampton",0,0,0,0
"1436","male",41,"victualling crew","Belfast",0,0,0,0
"1437","male",34,"victualling crew","Southampton",0,0,0,0
"1438","male",26,"deck crew","Southampton",0,0,0,1
"1439","male",22,"victualling crew","Southampton",0,0,0,0
"1440","male",37,"victualling crew","Southampton",0,0,0,0
"1441","male",21,"victualling crew","Belfast",0,0,0,0
"1442","male",18,"victualling crew","Southampton",0,0,0,1
"1443","male",30,"victualling crew","Belfast",0,0,0,0
"1444","male",31,"victualling crew","Belfast",0,0,0,1
"1445","male",20,"victualling crew","Southampton",0,0,0,1
"1446","male",29,"victualling crew","Southampton",0,0,0,0
"1447","male",35,"engineering crew","Southampton",0,0,0,0
"1448","male",35,"engineering crew","Southampton",0,0,0,0
"1449","male",23,"victualling crew","Southampton",0,0,0,0
"1450","male",22,"victualling crew","Southampton",0,0,0,0
"1451","male",31,"engineering crew","Southampton",0,0,0,0
"1452","male",45,"victualling crew","Southampton",0,0,0,0
"1453","male",30,"engineering crew","Belfast",0,0,0,0
"1454","male",25,"victualling crew","Southampton",0,0,0,0
"1455","male",40,"engineering crew","Southampton",0,0,0,0
"1456","male",31,"victualling crew","Southampton",0,0,0,0
"1457","male",27,"engineering crew","Southampton",0,0,0,0
"1458","male",46,"engineering crew","Southampton",0,0,0,0
"1459","male",33,"victualling crew","Belfast",0,0,0,0
"1460","male",32,"restaurant staff","Southampton",0,0,0,0
"1461","male",44,"engineering crew","Southampton",0,0,0,0
"1462","male",34,"victualling crew","Southampton",0,0,0,0
"1463","male",37,"engineering crew","Southampton",0,0,0,0
"1464","female",33,"victualling crew","Southampton",0,0,0,1
"1465","male",28,"victualling crew","Southampton",0,0,0,0
"1466","male",22,"engineering crew","Southampton",0,0,0,1
"1467","male",39,"victualling crew","Belfast",0,0,0,0
"1468","male",21,"victualling crew","Southampton",0,0,0,0
"1469","male",25,"restaurant staff","Southampton",0,0,0,0
"1470","male",32,"victualling crew","Southampton",0,0,0,1
"1471","male",25,"victualling crew","Southampton",0,0,0,0
"1472","male",25,"engineering crew","Southampton",0,0,0,0
"1473","male",28,"victualling crew","Belfast",0,0,0,0
"1474","male",37,"engineering crew","Belfast",0,0,0,0
"1475","male",29,"victualling crew","Southampton",0,0,0,0
"1476","male",50,"victualling crew","Southampton",0,0,0,0
"1477","male",25,"engineering crew","Southampton",0,0,0,0
"1478","male",34,"victualling crew","Southampton",0,0,0,0
"1479","male",40,"engineering crew","Southampton",0,0,0,1
"1480","male",33,"deck crew","Southampton",0,0,0,1
"1481","male",31,"deck crew","Southampton",0,0,0,0
"1482","male",22,"engineering crew","Southampton",0,0,0,0
"1483","male",29,"victualling crew","Southampton",0,0,0,0
"1484","male",58,"engineering crew","Belfast",0,0,0,0
"1485","male",33,"victualling crew","Southampton",0,0,0,1
"1486","male",17,"victualling crew","Southampton",0,0,0,1
"1487","male",38,"engineering crew","Southampton",0,0,0,1
"1488","male",34,"engineering crew","Southampton",0,0,0,1
"1489","male",25,"victualling crew","Belfast",0,0,0,0
"1490","male",32,"victualling crew","Southampton",0,0,0,0
"1491","male",45,"victualling crew","Southampton",0,0,0,0
"1492","male",26,"engineering crew","Southampton",0,0,0,0
"1493","male",26,"engineering crew","Southampton",0,0,0,0
"1494","male",28,"engineering crew","Southampton",0,0,0,0
"1495","male",27,"victualling crew","Southampton",0,0,0,0
"1496","male",33,"engineering crew","Southampton",0,0,0,0
"1497","male",19,"restaurant staff","Southampton",0,0,0,0
"1498","male",36,"engineering crew","Southampton",0,0,0,0
"1499","male",28,"deck crew","Southampton",0,0,0,0
"1500","male",49,"engineering crew","Southampton",0,0,0,0
"1501","male",30,"engineering crew","Southampton",0,0,0,1
"1502","male",28,"restaurant staff","Southampton",0,0,0,0
"1503","male",30,"victualling crew","Southampton",0,0,0,0
"1504","male",27,"engineering crew","Belfast",0,0,0,0
"1505","male",23,"engineering crew","Southampton",0,0,0,0
"1506","male",20,"victualling crew","Southampton",0,0,0,1
"1507","male",43,"victualling crew","Belfast",0,0,0,1
"1508","male",45,"engineering crew","Belfast",0,0,0,0
"1509","male",21,"engineering crew","Southampton",0,0,0,1
"1510","male",33,"victualling crew","Southampton",0,0,0,0
"1511","male",39,"victualling crew","Belfast",0,0,0,0
"1512","male",45,"victualling crew","Southampton",0,0,0,0
"1513","male",44,"engineering crew","Southampton",0,0,0,0
